t1,x,t2,y
-3.94E-03,1.12,-3.94E-03,79.999998212E-3
-3.92E-03,1.16,-3.92E-03,39.99999911E-3
-3.90E-03,1.16,-3.90E-03,39.99999911E-3
-3.88E-03,1.16,-3.88E-03,39.99999911E-3
-3.86E-03,1.16,-3.86E-03,79.999998212E-3
-3.84E-03,1.16,-3.84E-03,79.999998212E-3
-3.82E-03,1.12,-3.82E-03,39.99999911E-3
-3.80E-03,1.12,-3.80E-03,79.999998212E-3
-3.78E-03,1.16,-3.78E-03,39.99999911E-3
-3.76E-03,1.12,-3.76E-03,79.999998212E-3
-3.74E-03,1.16,-3.74E-03,39.99999911E-3
-3.72E-03,1.12,-3.72E-03,79.999998212E-3
-3.70E-03,1.16,-3.70E-03,79.999998212E-3
-3.68E-03,1.1999999,-3.68E-03,39.99999911E-3
-3.66E-03,1.16,-3.66E-03,79.999998212E-3
-3.64E-03,1.1999999,-3.64E-03,79.999998212E-3
-3.62E-03,1.16,-3.62E-03,39.99999911E-3
-3.60E-03,1.1999999,-3.60E-03,39.99999911E-3
-3.58E-03,1.1999999,-3.58E-03,39.99999911E-3
-3.56E-03,1.16,-3.56E-03,39.99999911E-3
-3.54E-03,1.1999999,-3.54E-03,79.999998212E-3
-3.52E-03,1.1999999,-3.52E-03,39.99999911E-3
-3.50E-03,1.24,-3.50E-03,39.99999911E-3
-3.48E-03,1.1999999,-3.48E-03,79.999998212E-3
-3.46E-03,1.16,-3.46E-03,39.99999911E-3
-3.44E-03,1.1999999,-3.44E-03,79.999998212E-3
-3.42E-03,1.1999999,-3.42E-03,39.99999911E-3
-3.40E-03,1.1999999,-3.40E-03,39.99999911E-3
-3.38E-03,1.1999999,-3.38E-03,39.99999911E-3
-3.36E-03,1.24,-3.36E-03,39.99999911E-3
-3.34E-03,1.16,-3.34E-03,0
-3.32E-03,1.28,-3.32E-03,39.99999911E-3
-3.30E-03,1.24,-3.30E-03,39.99999911E-3
-3.28E-03,1.1999999,-3.28E-03,39.99999911E-3
-3.26E-03,1.24,-3.26E-03,39.99999911E-3
-3.24E-03,1.24,-3.24E-03,79.999998212E-3
-3.22E-03,1.1999999,-3.22E-03,79.999998212E-3
-3.20E-03,1.28,-3.20E-03,39.99999911E-3
-3.18E-03,1.1999999,-3.18E-03,39.99999911E-3
-3.16E-03,1.24,-3.16E-03,39.99999911E-3
-3.14E-03,1.24,-3.14E-03,79.999998212E-3
-3.12E-03,1.24,-3.12E-03,39.99999911E-3
-3.10E-03,1.28,-3.10E-03,39.99999911E-3
-3.08E-03,1.24,-3.08E-03,39.99999911E-3
-3.06E-03,1.24,-3.06E-03,79.999998212E-3
-3.04E-03,1.24,-3.04E-03,39.99999911E-3
-3.02E-03,1.28,-3.02E-03,39.99999911E-3
-3.00E-03,1.28,-3.00E-03,39.99999911E-3
-2.98E-03,1.28,-2.98E-03,39.99999911E-3
-2.96E-03,1.28,-2.96E-03,39.99999911E-3
-2.94E-03,1.24,-2.94E-03,39.99999911E-3
-2.92E-03,1.28,-2.92E-03,79.999998212E-3
-2.90E-03,1.3199999,-2.90E-03,39.99999911E-3
-2.88E-03,1.3199999,-2.88E-03,79.999998212E-3
-2.86E-03,1.28,-2.86E-03,39.99999911E-3
-2.84E-03,1.28,-2.84E-03,79.999998212E-3
-2.82E-03,1.28,-2.82E-03,79.999998212E-3
-2.80E-03,1.3199999,-2.80E-03,39.99999911E-3
-2.78E-03,1.28,-2.78E-03,79.999998212E-3
-2.76E-03,1.4,-2.76E-03,79.999998212E-3
-2.74E-03,1.28,-2.74E-03,79.999998212E-3
-2.72E-03,1.3199999,-2.72E-03,39.99999911E-3
-2.70E-03,1.3199999,-2.70E-03,79.999998212E-3
-2.68E-03,1.3199999,-2.68E-03,39.99999911E-3
-2.66E-03,1.3199999,-2.66E-03,79.999998212E-3
-2.64E-03,1.3199999,-2.64E-03,39.99999911E-3
-2.62E-03,1.3199999,-2.62E-03,39.99999911E-3
-2.60E-03,1.3199999,-2.60E-03,79.999998212E-3
-2.58E-03,1.3199999,-2.58E-03,79.999998212E-3
-2.56E-03,1.3199999,-2.56E-03,39.99999911E-3
-2.54E-03,1.36,-2.54E-03,39.99999911E-3
-2.52E-03,1.3199999,-2.52E-03,39.99999911E-3
-2.50E-03,1.3199999,-2.50E-03,39.99999911E-3
-2.48E-03,1.3199999,-2.48E-03,39.99999911E-3
-2.46E-03,1.36,-2.46E-03,39.99999911E-3
-2.44E-03,1.3199999,-2.44E-03,39.99999911E-3
-2.42E-03,1.3199999,-2.42E-03,79.999998212E-3
-2.40E-03,1.36,-2.40E-03,39.99999911E-3
-2.38E-03,1.4,-2.38E-03,39.99999911E-3
-2.36E-03,1.36,-2.36E-03,39.99999911E-3
-2.34E-03,1.3199999,-2.34E-03,39.99999911E-3
-2.32E-03,1.36,-2.32E-03,39.99999911E-3
-2.30E-03,1.4,-2.30E-03,79.999998212E-3
-2.28E-03,1.4,-2.28E-03,39.99999911E-3
-2.26E-03,1.3199999,-2.26E-03,39.99999911E-3
-2.24E-03,1.4,-2.24E-03,79.999998212E-3
-2.22E-03,1.4,-2.22E-03,39.99999911E-3
-2.20E-03,1.4,-2.20E-03,39.99999911E-3
-2.18E-03,1.36,-2.18E-03,39.99999911E-3
-2.16E-03,1.4,-2.16E-03,39.99999911E-3
-2.14E-03,1.4,-2.14E-03,39.99999911E-3
-2.12E-03,1.4,-2.12E-03,39.99999911E-3
-2.10E-03,1.4,-2.10E-03,39.99999911E-3
-2.08E-03,1.4,-2.08E-03,39.99999911E-3
-2.06E-03,1.36,-2.06E-03,79.999998212E-3
-2.04E-03,1.4,-2.04E-03,39.99999911E-3
-2.02E-03,1.4,-2.02E-03,39.99999911E-3
-2.00E-03,1.4,-2.00E-03,39.99999911E-3
-1.98E-03,1.4,-1.98E-03,39.99999911E-3
-1.96E-03,1.4399999,-1.96E-03,39.99999911E-3
-1.94E-03,1.4399999,-1.94E-03,39.99999911E-3
-1.92E-03,1.4399999,-1.92E-03,39.99999911E-3
-1.90E-03,1.4,-1.90E-03,39.99999911E-3
-1.88E-03,1.4399999,-1.88E-03,39.99999911E-3
-1.86E-03,1.4399999,-1.86E-03,39.99999911E-3
-1.84E-03,1.4399999,-1.84E-03,39.99999911E-3
-1.82E-03,1.4399999,-1.82E-03,39.99999911E-3
-1.80E-03,1.48,-1.80E-03,39.99999911E-3
-1.78E-03,1.4399999,-1.78E-03,39.99999911E-3
-1.76E-03,1.4399999,-1.76E-03,39.99999911E-3
-1.74E-03,1.4399999,-1.74E-03,39.99999911E-3
-1.72E-03,1.4399999,-1.72E-03,39.99999911E-3
-1.70E-03,1.4399999,-1.70E-03,39.99999911E-3
-1.68E-03,1.4399999,-1.68E-03,39.99999911E-3
-1.66E-03,1.48,-1.66E-03,39.99999911E-3
-1.64E-03,1.48,-1.64E-03,39.99999911E-3
-1.62E-03,1.48,-1.62E-03,39.99999911E-3
-1.60E-03,1.4399999,-1.60E-03,39.99999911E-3
-1.58E-03,1.48,-1.58E-03,39.99999911E-3
-1.56E-03,1.4399999,-1.56E-03,39.99999911E-3
-1.54E-03,1.4399999,-1.54E-03,39.99999911E-3
-1.52E-03,1.4399999,-1.52E-03,39.99999911E-3
-1.50E-03,1.4399999,-1.50E-03,39.99999911E-3
-1.48E-03,1.4399999,-1.48E-03,39.99999911E-3
-1.46E-03,1.5599999,-1.46E-03,39.99999911E-3
-1.44E-03,1.48,-1.44E-03,39.99999911E-3
-1.42E-03,1.48,-1.42E-03,0
-1.40E-03,1.48,-1.40E-03,39.99999911E-3
-1.38E-03,1.48,-1.38E-03,39.99999911E-3
-1.36E-03,1.52,-1.36E-03,39.99999911E-3
-1.34E-03,1.48,-1.34E-03,39.99999911E-3
-1.32E-03,1.48,-1.32E-03,39.99999911E-3
-1.30E-03,1.48,-1.30E-03,39.99999911E-3
-1.28E-03,1.52,-1.28E-03,39.99999911E-3
-1.26E-03,1.52,-1.26E-03,39.99999911E-3
-1.24E-03,1.48,-1.24E-03,79.999998212E-3
-1.22E-03,1.48,-1.22E-03,79.999998212E-3
-1.20E-03,1.48,-1.20E-03,39.99999911E-3
-1.18E-03,1.5599999,-1.18E-03,39.99999911E-3
-1.16E-03,1.52,-1.16E-03,39.99999911E-3
-1.14E-03,1.5599999,-1.14E-03,39.99999911E-3
-1.12E-03,1.5599999,-1.12E-03,39.99999911E-3
-1.10E-03,1.52,-1.10E-03,39.99999911E-3
-1.08E-03,1.52,-1.08E-03,39.99999911E-3
-1.06E-03,1.5599999,-1.06E-03,39.99999911E-3
-1.04E-03,1.52,-1.04E-03,39.99999911E-3
-1.02E-03,1.5599999,-1.02E-03,39.99999911E-3
-1.00E-03,1.5599999,-1.00E-03,39.99999911E-3
-9.80E-04,1.5599999,-9.80E-04,0
-9.60E-04,1.5599999,-9.60E-04,39.99999911E-3
-9.40E-04,1.5599999,-9.40E-04,39.99999911E-3
-9.20E-04,1.5599999,-9.20E-04,39.99999911E-3
-9.00E-04,1.5599999,-9.00E-04,39.99999911E-3
-8.80E-04,1.5999999,-8.80E-04,39.99999911E-3
-8.60E-04,1.5599999,-8.60E-04,39.99999911E-3
-8.40E-04,1.5999999,-8.40E-04,0
-8.20E-04,1.5599999,-8.20E-04,39.99999911E-3
-8.00E-04,1.5599999,-8.00E-04,39.99999911E-3
-7.80E-04,1.5599999,-7.80E-04,79.999998212E-3
-7.60E-04,1.5999999,-7.60E-04,39.99999911E-3
-7.40E-04,1.5599999,-7.40E-04,39.99999911E-3
-7.20E-04,1.5999999,-7.20E-04,39.99999911E-3
-7.00E-04,1.5999999,-7.00E-04,0
-6.80E-04,1.64,-6.80E-04,39.99999911E-3
-6.60E-04,1.5999999,-6.60E-04,39.99999911E-3
-6.40E-04,1.5999999,-6.40E-04,39.99999911E-3
-6.20E-04,1.5599999,-6.20E-04,39.99999911E-3
-6.00E-04,1.5599999,-6.00E-04,39.99999911E-3
-5.80E-04,1.5599999,-5.80E-04,39.99999911E-3
-5.60E-04,1.64,-5.60E-04,39.99999911E-3
-5.40E-04,1.64,-5.40E-04,39.99999911E-3
-5.20E-04,1.5999999,-5.20E-04,39.99999911E-3
-5.00E-04,1.64,-5.00E-04,39.99999911E-3
-4.80E-04,1.64,-4.80E-04,39.99999911E-3
-4.60E-04,1.5999999,-4.60E-04,39.99999911E-3
-4.40E-04,1.5999999,-4.40E-04,79.999998212E-3
-4.20E-04,1.64,-4.20E-04,39.99999911E-3
-4.00E-04,1.5999999,-4.00E-04,39.99999911E-3
-3.80E-04,1.64,-3.80E-04,39.99999911E-3
-3.60E-04,1.64,-3.60E-04,79.999998212E-3
-3.40E-04,1.6799999,-3.40E-04,39.99999911E-3
-3.20E-04,1.64,-3.20E-04,39.99999911E-3
-3.00E-04,1.64,-3.00E-04,39.99999911E-3
-2.80E-04,1.5999999,-2.80E-04,39.99999911E-3
-2.60E-04,1.6799999,-2.60E-04,79.999998212E-3
-2.40E-04,1.6799999,-2.40E-04,39.99999911E-3
-2.20E-04,1.64,-2.20E-04,79.999998212E-3
-2.00E-04,1.64,-2.00E-04,39.99999911E-3
-1.80E-04,1.6799999,-1.80E-04,39.99999911E-3
-1.60E-04,1.6799999,-1.60E-04,79.999998212E-3
-1.40E-04,1.64,-1.40E-04,39.99999911E-3
-1.20E-04,1.6799999,-1.20E-04,39.99999911E-3
-1.00E-04,1.64,-1.00E-04,39.99999911E-3
-8.00E-05,1.6799999,-8.00E-05,39.99999911E-3
-6.00E-05,1.7199999,-6.00E-05,39.99999911E-3
-4.00E-05,1.6799999,-4.00E-05,39.99999911E-3
-2.00E-05,1.7199999,-2.00E-05,39.99999911E-3
-5.68E-10,1.6799999,-5.68E-10,39.99999911E-3
2.00E-05,1.6799999,2.00E-05,39.99999911E-3
4.00E-05,1.6799999,4.00E-05,79.999998212E-3
6.00E-05,1.6799999,6.00E-05,79.999998212E-3
8.00E-05,1.7199999,8.00E-05,39.99999911E-3
1.00E-04,1.6799999,1.00E-04,39.99999911E-3
1.20E-04,1.6799999,1.20E-04,39.99999911E-3
1.40E-04,1.7199999,1.40E-04,39.99999911E-3
1.60E-04,1.7199999,1.60E-04,39.99999911E-3
1.80E-04,1.7199999,1.80E-04,39.99999911E-3
2.00E-04,1.7199999,2.00E-04,79.999998212E-3
2.20E-04,1.7199999,2.20E-04,39.99999911E-3
2.40E-04,1.7199999,2.40E-04,39.99999911E-3
2.60E-04,1.76,2.60E-04,39.99999911E-3
2.80E-04,1.7199999,2.80E-04,39.99999911E-3
3.00E-04,1.7199999,3.00E-04,39.99999911E-3
3.20E-04,1.7199999,3.20E-04,39.99999911E-3
3.40E-04,1.7199999,3.40E-04,79.999998212E-3
3.60E-04,1.7199999,3.60E-04,79.999998212E-3
3.80E-04,1.7199999,3.80E-04,39.99999911E-3
4.00E-04,1.8,4.00E-04,0
4.20E-04,1.76,4.20E-04,79.999998212E-3
4.40E-04,1.76,4.40E-04,79.999998212E-3
4.60E-04,1.76,4.60E-04,39.99999911E-3
4.80E-04,1.76,4.80E-04,79.999998212E-3
5.00E-04,1.76,5.00E-04,39.99999911E-3
5.20E-04,1.8,5.20E-04,39.99999911E-3
5.40E-04,1.8,5.40E-04,39.99999911E-3
5.60E-04,1.76,5.60E-04,79.999998212E-3
5.80E-04,1.8,5.80E-04,39.99999911E-3
6.00E-04,1.76,6.00E-04,39.99999911E-3
6.20E-04,1.76,6.20E-04,79.999998212E-3
6.40E-04,1.8,6.40E-04,79.999998212E-3
6.60E-04,1.76,6.60E-04,39.99999911E-3
6.80E-04,1.76,6.80E-04,79.999998212E-3
7.00E-04,1.76,7.00E-04,79.999998212E-3
7.20E-04,1.8399999,7.20E-04,39.99999911E-3
7.40E-04,1.76,7.40E-04,79.999998212E-3
7.60E-04,1.76,7.60E-04,79.999998212E-3
7.80E-04,1.8,7.80E-04,79.999998212E-3
8.00E-04,1.8,8.00E-04,39.99999911E-3
8.20E-04,1.8,8.20E-04,119.9999973E-3
8.40E-04,1.8,8.40E-04,79.999998212E-3
8.60E-04,1.8399999,8.60E-04,39.99999911E-3
8.80E-04,1.8399999,8.80E-04,79.999998212E-3
9.00E-04,1.8,9.00E-04,79.999998212E-3
9.20E-04,1.8,9.20E-04,79.999998212E-3
9.40E-04,1.8399999,9.40E-04,79.999998212E-3
9.60E-04,1.8399999,9.60E-04,39.99999911E-3
9.80E-04,1.8399999,9.80E-04,79.999998212E-3
1.00E-03,1.8399999,1.00E-03,79.999998212E-3
1.02E-03,1.8,1.02E-03,79.999998212E-3
1.04E-03,1.8399999,1.04E-03,39.99999911E-3
1.06E-03,1.88,1.06E-03,79.999998212E-3
1.08E-03,1.8399999,1.08E-03,79.999998212E-3
1.10E-03,1.88,1.10E-03,79.999998212E-3
1.12E-03,1.8399999,1.12E-03,79.999998212E-3
1.14E-03,1.8399999,1.14E-03,119.9999973E-3
1.16E-03,1.8399999,1.16E-03,79.999998212E-3
1.18E-03,1.8399999,1.18E-03,79.999998212E-3
1.20E-03,1.8399999,1.20E-03,79.999998212E-3
1.22E-03,1.88,1.22E-03,79.999998212E-3
1.24E-03,1.88,1.24E-03,119.9999973E-3
1.26E-03,1.8399999,1.26E-03,119.9999973E-3
1.28E-03,1.88,1.28E-03,79.999998212E-3
1.30E-03,1.88,1.30E-03,79.999998212E-3
1.32E-03,1.88,1.32E-03,79.999998212E-3
1.34E-03,1.88,1.34E-03,79.999998212E-3
1.36E-03,1.88,1.36E-03,119.9999973E-3
1.38E-03,1.92,1.38E-03,119.9999973E-3
1.40E-03,1.88,1.40E-03,79.999998212E-3
1.42E-03,1.88,1.42E-03,79.999998212E-3
1.44E-03,1.88,1.44E-03,119.9999973E-3
1.46E-03,1.88,1.46E-03,79.999998212E-3
1.48E-03,1.92,1.48E-03,79.999998212E-3
1.50E-03,1.88,1.50E-03,79.999998212E-3
1.52E-03,1.92,1.52E-03,119.9999973E-3
1.54E-03,1.92,1.54E-03,79.999998212E-3
1.56E-03,1.92,1.56E-03,79.999998212E-3
1.58E-03,1.92,1.58E-03,79.999998212E-3
1.60E-03,1.92,1.60E-03,79.999998212E-3
1.62E-03,1.9599999,1.62E-03,79.999998212E-3
1.64E-03,1.92,1.64E-03,119.9999973E-3
1.66E-03,1.92,1.66E-03,119.9999973E-3
1.68E-03,1.92,1.68E-03,119.9999973E-3
1.70E-03,1.92,1.70E-03,119.9999973E-3
1.72E-03,1.9599999,1.72E-03,79.999998212E-3
1.74E-03,1.92,1.74E-03,79.999998212E-3
1.76E-03,1.92,1.76E-03,119.9999973E-3
1.78E-03,1.9599999,1.78E-03,119.9999973E-3
1.80E-03,1.9599999,1.80E-03,119.9999973E-3
1.82E-03,1.92,1.82E-03,119.9999973E-3
1.84E-03,2,1.84E-03,79.999998212E-3
1.86E-03,2,1.86E-03,79.999998212E-3
1.88E-03,1.9599999,1.88E-03,119.9999973E-3
1.90E-03,1.9599999,1.90E-03,79.999998212E-3
1.92E-03,1.9599999,1.92E-03,119.9999973E-3
1.94E-03,1.9599999,1.94E-03,119.9999973E-3
1.96E-03,1.9599999,1.96E-03,119.9999973E-3
1.98E-03,1.9599999,1.98E-03,119.9999973E-3
2.00E-03,2,2.00E-03,119.9999973E-3
2.02E-03,1.9599999,2.02E-03,119.9999973E-3
2.04E-03,2,2.04E-03,119.9999973E-3
2.06E-03,2,2.06E-03,119.9999973E-3
2.08E-03,2,2.08E-03,119.9999973E-3
2.10E-03,2.04,2.10E-03,119.9999973E-3
2.12E-03,2,2.12E-03,119.9999973E-3
2.14E-03,2.04,2.14E-03,79.999998212E-3
2.16E-03,1.9599999,2.16E-03,119.9999973E-3
2.18E-03,2,2.18E-03,119.9999973E-3
2.20E-03,2,2.20E-03,119.9999973E-3
2.22E-03,2,2.22E-03,119.9999973E-3
2.24E-03,2,2.24E-03,79.999998212E-3
2.26E-03,2.04,2.26E-03,119.9999973E-3
2.28E-03,2,2.28E-03,119.9999973E-3
2.30E-03,2.04,2.30E-03,119.9999973E-3
2.32E-03,2,2.32E-03,119.9999973E-3
2.34E-03,2.04,2.34E-03,119.9999973E-3
2.36E-03,2.04,2.36E-03,119.9999973E-3
2.38E-03,2.04,2.38E-03,119.9999973E-3
2.40E-03,2.04,2.40E-03,119.9999973E-3
2.42E-03,2,2.42E-03,119.9999973E-3
2.44E-03,2.04,2.44E-03,119.9999973E-3
2.46E-03,2.0799999,2.46E-03,119.9999973E-3
2.48E-03,2.0799999,2.48E-03,119.9999973E-3
2.50E-03,2,2.50E-03,119.9999973E-3
2.52E-03,2.04,2.52E-03,119.9999973E-3
2.54E-03,2.0799999,2.54E-03,119.9999973E-3
2.56E-03,2.0799999,2.56E-03,119.9999973E-3
2.58E-03,2.0799999,2.58E-03,119.9999973E-3
2.60E-03,2.04,2.60E-03,119.9999973E-3
2.62E-03,2.04,2.62E-03,159.99999642E-3
2.64E-03,2.04,2.64E-03,119.9999973E-3
2.66E-03,2.0799999,2.66E-03,119.9999973E-3
2.68E-03,2.0799999,2.68E-03,119.9999973E-3
2.70E-03,2.0799999,2.70E-03,159.99999642E-3
2.72E-03,2.0799999,2.72E-03,119.9999973E-3
2.74E-03,2.0799999,2.74E-03,159.99999642E-3
2.76E-03,2.0799999,2.76E-03,119.9999973E-3
2.78E-03,2.0799999,2.78E-03,119.9999973E-3
2.80E-03,2.0799999,2.80E-03,119.9999973E-3
2.82E-03,2.0799999,2.82E-03,159.99999642E-3
2.84E-03,2.0799999,2.84E-03,119.9999973E-3
2.86E-03,2.0799999,2.86E-03,159.99999642E-3
2.88E-03,2.1199999,2.88E-03,119.9999973E-3
2.90E-03,2.0799999,2.90E-03,159.99999642E-3
2.92E-03,2.0799999,2.92E-03,159.99999642E-3
2.94E-03,2.1199999,2.94E-03,119.9999973E-3
2.96E-03,2.1599998,2.96E-03,119.9999973E-3
2.98E-03,2.1199999,2.98E-03,119.9999973E-3
3.00E-03,2.0799999,3.00E-03,159.99999642E-3
3.02E-03,2.1599998,3.02E-03,119.9999973E-3
3.04E-03,2.1199999,3.04E-03,159.99999642E-3
3.06E-03,2.1199999,3.06E-03,159.99999642E-3
3.08E-03,2.1199999,3.08E-03,159.99999642E-3
3.10E-03,2.1199999,3.10E-03,159.99999642E-3
3.12E-03,2.1599998,3.12E-03,119.9999973E-3
3.14E-03,2.1199999,3.14E-03,159.99999642E-3
3.16E-03,2.1199999,3.16E-03,159.99999642E-3
3.18E-03,2.1599998,3.18E-03,119.9999973E-3
3.20E-03,2.1199999,3.20E-03,119.9999973E-3
3.22E-03,2.1199999,3.22E-03,159.99999642E-3
3.24E-03,2.2,3.24E-03,159.99999642E-3
3.26E-03,2.1599998,3.26E-03,159.99999642E-3
3.28E-03,2.1599998,3.28E-03,159.99999642E-3
3.30E-03,2.1599998,3.30E-03,159.99999642E-3
3.32E-03,2.1199999,3.32E-03,159.99999642E-3
3.34E-03,2.1599998,3.34E-03,159.99999642E-3
3.36E-03,2.1599998,3.36E-03,159.99999642E-3
3.38E-03,2.2,3.38E-03,159.99999642E-3
3.40E-03,2.2,3.40E-03,119.9999973E-3
3.42E-03,2.1599998,3.42E-03,159.99999642E-3
3.44E-03,2.1599998,3.44E-03,159.99999642E-3
3.46E-03,2.1199999,3.46E-03,199.99998808E-3
3.48E-03,2.2,3.48E-03,159.99999642E-3
3.50E-03,2.2,3.50E-03,159.99999642E-3
3.52E-03,2.2,3.52E-03,159.99999642E-3
3.54E-03,2.24,3.54E-03,199.99998808E-3
3.56E-03,2.2,3.56E-03,199.99998808E-3
3.58E-03,2.1599998,3.58E-03,199.99998808E-3
3.60E-03,2.2,3.60E-03,159.99999642E-3
3.62E-03,2.2,3.62E-03,199.99998808E-3
3.64E-03,2.24,3.64E-03,199.99998808E-3
3.66E-03,2.24,3.66E-03,199.99998808E-3
3.68E-03,2.24,3.68E-03,199.99998808E-3
3.70E-03,2.24,3.70E-03,199.99998808E-3
3.72E-03,2.2,3.72E-03,239.99999464E-3
3.74E-03,2.2,3.74E-03,199.99998808E-3
3.76E-03,2.24,3.76E-03,159.99999642E-3
3.78E-03,2.24,3.78E-03,199.99998808E-3
3.80E-03,2.24,3.80E-03,199.99998808E-3
3.82E-03,2.28,3.82E-03,159.99999642E-3
3.84E-03,2.28,3.84E-03,239.99999464E-3
3.86E-03,2.24,3.86E-03,199.99998808E-3
3.88E-03,2.24,3.88E-03,199.99998808E-3
3.90E-03,2.24,3.90E-03,199.99998808E-3
3.92E-03,2.24,3.92E-03,199.99998808E-3
3.94E-03,2.28,3.94E-03,239.99999464E-3
3.96E-03,2.28,3.96E-03,239.99999464E-3
3.98E-03,2.24,3.98E-03,239.99999464E-3
4.00E-03,2.24,4.00E-03,239.99999464E-3
4.02E-03,2.24,4.02E-03,239.99999464E-3
4.04E-03,2.28,4.04E-03,239.99999464E-3
4.06E-03,2.28,4.06E-03,239.99999464E-3
4.08E-03,2.28,4.08E-03,239.99999464E-3
