Voltage U1;Corriente IA
U1/V;IA/nA
;
0.02;0.32
0.04;0.36
0.07;0.31
0.09;0.3
0.12;0.24
0.14;0.37
0.17;0.3
0.19;0.47
0.21;0.36
0.24;0.42
0.26;0.37
0.29;0.55
0.31;0.42
0.34;0.63
0.36;0.46
0.39;0.58
0.41;0.55
0.43;0.76
0.46;0.58
0.48;0.79
0.51;0.59
0.53;0.79
0.56;0.69
0.58;0.88
0.61;0.67
0.63;0.83
0.65;0.64
0.68;0.82
0.7;0.66
0.73;0.82
0.75;0.61
0.78;0.76
0.8;0.64
0.83;0.83
0.85;0.67
0.87;0.76
0.9;0.61
0.92;0.71
0.95;0.62
0.97;0.77
1;0.62
1.02;0.66
1.05;0.58
1.07;0.61
1.09;0.55
1.12;0.63
1.14;0.49
1.17;0.43
1.19;0.41
1.22;0.37
1.24;0.36
1.26;0.45
1.29;0.37
1.31;0.31
1.34;0.35
1.36;0.3
1.39;0.36
1.41;0.33
1.44;0.27
1.46;0.21
1.48;0.26
1.51;0.2
1.53;0.27
1.56;0.21
1.58;0.23
1.61;0.17
1.63;0.23
1.66;0.18
1.68;0.27
1.7;0.2
1.73;0.35
1.75;0.29
1.78;0.36
1.8;0.3
1.83;0.44
1.85;0.36
1.88;0.56
1.9;0.42
1.92;0.48
1.95;0.42
1.97;0.63
2;0.48
2.02;0.72
2.05;0.53
2.07;0.67
2.1;0.62
2.12;0.86
2.14;0.66
2.17;0.9
2.19;0.69
2.22;0.86
2.24;0.75
2.27;0.97
2.29;0.73
2.31;0.94
2.34;0.73
2.36;0.94
2.39;0.79
2.41;0.96
2.44;0.73
2.46;0.89
2.49;0.73
2.51;0.94
2.53;0.77
2.56;0.85
2.58;0.69
2.61;0.79
2.63;0.67
2.66;0.84
2.68;0.65
2.71;0.68
2.73;0.62
2.75;0.63
2.78;0.57
2.8;0.68
2.83;0.52
2.85;0.47
2.88;0.43
2.9;0.37
2.93;0.39
2.95;0.42
2.97;0.33
3;0.27
3.02;0.32
3.05;0.27
3.07;0.34
3.1;0.31
3.12;0.28
3.15;0.22
3.17;0.29
3.19;0.23
3.22;0.29
3.24;0.22
3.27;0.26
3.29;0.2
3.32;0.27
3.34;0.21
3.36;0.29
3.39;0.23
3.41;0.38
3.44;0.3
3.46;0.37
3.49;0.3
3.51;0.43
3.54;0.35
3.56;0.54
3.58;0.4
3.61;0.47
3.63;0.4
3.66;0.61
3.68;0.48
3.71;0.7
3.73;0.54
3.76;0.68
3.78;0.63
3.8;0.87
3.83;0.66
3.85;0.9
3.88;0.7
3.9;0.87
3.93;0.77
3.95;0.97
3.98;0.73
4;0.95
4.02;0.74
4.05;0.93
4.07;0.78
4.1;0.93
4.12;0.73
4.15;0.88
4.17;0.71
4.2;0.93
4.22;0.74
4.24;0.84
4.27;0.7
4.29;0.78
4.32;0.68
4.34;0.84
4.37;0.65
4.39;0.71
4.42;0.58
4.44;0.6
4.46;0.56
4.49;0.66
4.51;0.52
4.54;0.5
4.56;0.46
4.59;0.44
4.61;0.46
4.63;0.5
4.66;0.42
4.68;0.35
4.71;0.38
4.73;0.32
4.76;0.38
4.78;0.38
4.81;0.34
4.83;0.26
4.85;0.33
4.88;0.27
4.9;0.34
4.93;0.28
4.95;0.28
4.98;0.21
5;0.28
5.03;0.21
5.05;0.3
5.07;0.23
5.1;0.37
5.12;0.31
5.15;0.35
5.17;0.28
5.2;0.44
5.22;0.35
5.25;0.55
5.27;0.41
5.29;0.49
5.32;0.44
5.34;0.65
5.37;0.49
5.39;0.74
5.42;0.55
5.44;0.7
5.47;0.67
5.49;0.92
5.51;0.71
5.54;0.98
5.56;0.76
5.59;0.97
5.61;0.87
5.64;1.07
5.66;0.82
5.68;1.04
5.71;0.84
5.73;1.05
5.76;0.89
5.78;1.05
5.81;0.85
5.83;1.04
5.86;0.88
5.88;1.06
5.9;0.88
5.93;1.01
5.95;0.85
5.98;0.95
6;0.85
6.03;1.02
6.05;0.87
6.08;0.93
6.1;0.81
6.12;0.87
6.15;0.81
6.17;0.93
6.2;0.8
6.22;0.78
6.25;0.74
6.27;0.71
6.3;0.7
6.32;0.77
6.34;0.67
6.37;0.59
6.39;0.62
6.42;0.53
6.44;0.59
6.47;0.6
6.49;0.54
6.52;0.44
6.54;0.52
6.56;0.42
6.59;0.53
6.61;0.46
6.64;0.46
6.66;0.36
6.69;0.47
6.71;0.37
6.73;0.49
6.76;0.38
6.78;0.54
6.81;0.43
6.83;0.54
6.86;0.43
6.88;0.61
6.91;0.49
6.93;0.74
6.95;0.55
6.98;0.68
7;0.57
7.03;0.83
7.05;0.65
7.08;0.95
7.1;0.77
7.13;0.97
7.15;0.92
7.17;1.21
7.2;0.95
7.22;1.27
7.25;1.09
7.27;1.26
7.3;1.18
7.32;1.41
7.35;1.15
7.37;1.44
7.39;1.26
7.42;1.45
7.44;1.34
7.47;1.51
7.49;1.31
7.52;1.53
7.54;1.38
7.57;1.56
7.59;1.4
7.61;1.51
7.64;1.35
7.66;1.46
7.69;1.35
7.71;1.52
7.74;1.35
7.76;1.41
7.78;1.33
7.81;1.39
7.83;1.31
7.86;1.44
7.88;1.29
7.91;1.3
7.93;1.24
7.96;1.2
7.98;1.18
8;1.25
8.03;1.14
8.05;1.08
8.08;1.08
8.1;0.98
8.13;1.06
8.15;1.09
8.18;1.03
8.2;0.92
8.22;0.99
8.25;0.86
8.27;0.98
8.3;0.91
8.32;0.89
8.35;0.71
8.37;0.83
8.4;0.68
8.42;0.84
8.44;0.73
8.47;0.85
8.49;0.7
8.52;0.88
8.54;0.76
8.57;0.99
8.59;0.86
8.62;1.05
8.64;0.86
8.66;1.01
8.69;0.88
8.71;1.15
8.74;0.9
8.76;1.2
8.79;1.06
8.81;1.25
8.84;1.21
8.86;1.51
8.88;1.25
8.91;1.59
8.93;1.4
8.96;1.55
8.98;1.47
9.01;1.68
9.03;1.4
9.05;1.68
9.08;1.49
9.1;1.67
9.13;1.58
9.15;1.73
9.18;1.52
9.2;1.74
9.23;1.57
9.25;1.78
9.27;1.61
9.3;1.69
9.32;1.54
9.35;1.63
9.37;1.51
9.4;1.68
9.42;1.49
9.45;1.56
9.47;1.45
9.49;1.5
9.52;1.45
9.54;1.58
9.57;1.43
9.59;1.46
9.62;1.41
9.64;1.39
9.67;1.37
9.69;1.44
9.71;1.33
9.74;1.27
9.76;1.25
9.79;1.15
9.81;1.21
9.84;1.23
9.86;1.19
9.89;1.07
9.91;1.14
9.93;1.01
9.96;1.12
9.98;1.09
10.01;1.07
10.03;0.88
10.06;1.01
10.08;0.82
10.1;0.96
10.13;0.87
10.15;0.97
10.18;0.82
10.2;1.01
10.23;0.87
10.25;1.16
10.28;1.03
10.3;1.23
10.32;1.07
10.35;1.24
10.37;1.14
10.4;1.42
10.42;1.15
10.45;1.47
10.47;1.32
10.5;1.5
10.52;1.48
10.54;1.75
10.57;1.5
10.59;1.9
10.62;1.72
10.64;1.9
10.67;1.83
10.69;2.05
10.72;1.83
10.74;2.14
10.76;1.94
10.79;2.14
10.81;2.01
10.84;2.19
10.86;2
10.89;2.21
10.91;2.06
10.94;2.27
10.96;2.11
10.98;2.28
11.01;2.15
11.03;2.27
11.06;2.2
11.08;2.4
11.11;2.25
11.13;2.34
11.15;2.23
11.18;2.31
11.2;2.27
11.23;2.39
11.25;2.25
11.28;2.28
11.3;2.25
11.33;2.28
11.35;2.28
11.37;2.39
11.4;2.3
11.42;2.27
11.45;2.32
11.47;2.27
11.5;2.32
11.52;2.38
11.55;2.32
11.57;2.24
11.59;2.32
11.62;2.2
11.64;2.33
11.67;2.31
11.69;2.32
11.72;2.21
11.74;2.36
11.77;2.21
11.79;2.4
11.81;2.34
11.84;2.46
11.86;2.33
11.89;2.52
11.91;2.41
11.94;2.69
11.96;2.56
11.99;2.77
12.01;2.62
12.03;2.79
12.06;2.7
12.08;2.98
12.11;2.72
12.13;3.04
12.16;2.9
12.18;3.12
12.21;3.1
12.23;3.39
12.25;3.15
12.28;3.52
12.3;3.33
12.33;3.5
12.35;3.41
12.38;3.63
12.4;3.36
12.42;3.66
12.45;3.49
12.47;3.69
12.5;3.58
12.52;3.76
12.55;3.55
12.57;3.78
12.6;3.6
12.62;3.78
12.64;3.61
12.67;3.74
12.69;3.55
12.72;3.65
12.74;3.51
12.77;3.69
12.79;3.51
12.82;3.56
12.84;3.45
12.86;3.5
12.89;3.42
12.91;3.55
12.94;3.37
12.96;3.37
12.99;3.3
13.01;3.24
13.04;3.19
13.06;3.25
13.08;3.11
13.11;3.04
13.13;2.99
13.16;2.89
13.18;2.94
13.21;2.96
13.23;2.87
13.26;2.77
13.28;2.82
13.3;2.69
13.33;2.77
13.35;2.71
13.38;2.66
13.4;2.49
13.43;2.57
13.45;2.36
13.47;2.47
13.5;2.36
13.52;2.43
13.55;2.24
13.57;2.39
13.6;2.24
13.62;2.48
13.65;2.36
13.67;2.52
13.69;2.34
13.72;2.5
13.74;2.34
13.77;2.55
13.79;2.28
13.82;2.53
13.84;2.36
13.87;2.5
13.89;2.44
13.91;2.74
13.94;2.49
13.96;2.86
13.99;2.67
14.01;2.83
14.04;2.76
14.06;2.98
14.09;2.68
14.11;2.99
14.13;2.8
14.16;2.97
14.18;2.87
14.21;3.03
14.23;2.8
14.26;3.04
14.28;2.84
14.31;3.04
14.33;2.87
14.35;2.99
14.38;2.86
14.4;2.98
14.43;2.85
14.45;3.07
14.48;2.87
14.5;2.95
14.52;2.84
14.55;2.89
14.57;2.84
14.6;2.97
14.62;2.81
14.65;2.87
14.67;2.81
14.7;2.8
14.72;2.78
14.74;2.87
14.77;2.78
14.79;2.76
14.82;2.75
14.84;2.71
14.87;2.78
14.89;2.84
14.92;2.79
14.94;2.68
14.96;2.76
14.99;2.66
15.01;2.78
15.04;2.78
15.06;2.78
15.09;2.65
15.11;2.83
15.14;2.66
15.16;2.83
15.18;2.78
15.21;2.85
15.23;2.7
15.26;2.9
15.28;2.77
15.31;3.08
15.33;2.96
15.36;3.17
15.38;3.07
15.4;3.3
15.43;3.21
15.45;3.5
15.48;3.28
15.5;3.63
15.53;3.53
15.55;3.74
15.57;3.75
15.6;4.09
15.62;3.9
15.65;4.34
15.67;4.18
15.7;4.4
15.72;4.39
15.75;4.65
15.77;4.43
15.79;4.79
15.82;4.66
15.84;4.96
15.87;4.92
15.89;5.15
15.92;5.01
15.94;5.3
15.97;5.19
15.99;5.45
16.01;5.32
16.04;5.51
16.06;5.4
16.09;5.59
16.11;5.54
16.14;5.79
16.16;5.67
16.19;5.83
16.21;5.78
16.23;5.95
16.26;5.94
16.28;6.17
16.31;6.08
16.33;6.21
16.36;6.21
16.38;6.29
16.41;6.3
16.43;6.47
16.45;6.42
16.48;6.45
16.5;6.49
16.53;6.51
16.55;6.61
16.58;6.79
16.6;6.79
16.63;6.77
16.65;6.9
16.67;6.87
16.7;7.03
16.72;7.09
16.75;7.09
16.77;7.02
16.8;7.18
16.82;7.04
16.84;7.24
16.87;7.23
16.89;7.34
16.92;7.23
16.94;7.44
16.97;7.36
16.99;7.66
17.02;7.56
17.04;7.74
17.06;7.61
17.09;7.8
17.11;7.69
17.14;7.92
17.16;7.67
17.19;7.96
17.21;7.79
17.24;7.96
17.26;7.9
17.28;8.18
17.31;7.96
17.33;8.31
17.36;8.08
17.38;8.23
17.41;8.12
17.43;8.32
17.46;7.99
17.48;8.24
17.5;8.01
17.53;8.15
17.55;8
17.58;8.13
17.6;7.86
17.63;8.05
17.65;7.81
17.68;7.93
17.7;7.72
17.72;7.77
17.75;7.52
17.77;7.57
17.8;7.37
17.82;7.5
17.85;7.26
17.87;7.24
17.89;7.04
17.92;7.04
17.94;6.88
17.97;6.93
17.99;6.69
18.02;6.61
18.04;6.49
18.07;6.39
18.09;6.28
18.11;6.29
18.14;6.09
18.16;5.96
18.19;5.88
18.21;5.74
18.24;5.71
18.26;5.65
18.29;5.49
18.31;5.33
18.33;5.32
18.36;5.12
18.38;5.15
18.41;5.06
18.43;4.98
18.46;4.77
18.48;4.82
18.51;4.57
18.53;4.65
18.55;4.51
18.58;4.55
18.6;4.32
18.63;4.42
18.65;4.24
18.68;4.45
18.7;4.31
18.73;4.44
18.75;4.21
18.77;4.38
18.8;4.22
18.82;4.42
18.85;4.15
18.87;4.4
18.9;4.2
18.92;4.35
18.94;4.28
18.97;4.58
18.99;4.31
19.02;4.68
19.04;4.49
19.07;4.67
19.09;4.61
19.12;4.84
19.14;4.54
19.16;4.88
19.19;4.69
19.21;4.88
19.24;4.78
19.26;4.96
19.29;4.75
19.31;5.04
19.34;4.87
19.36;5.1
19.38;4.96
19.41;5.13
19.43;5
19.46;5.17
19.48;5.05
19.51;5.28
19.53;5.13
19.56;5.25
19.58;5.15
19.6;5.26
19.63;5.22
19.65;5.4
19.68;5.28
19.7;5.39
19.73;5.35
19.75;5.41
19.78;5.44
19.8;5.6
19.82;5.55
19.85;5.57
19.87;5.59
19.9;5.61
19.92;5.69
19.95;5.79
19.97;5.78
19.99;5.76
20.02;5.89
20.04;5.87
20.07;6.04
20.09;6.12
20.12;6.18
20.14;6.11
20.17;6.31
20.19;6.19
20.21;6.38
20.24;6.39
20.26;6.5
20.29;6.39
20.31;6.63
20.34;6.57
20.36;6.95
20.39;6.92
20.41;7.19
20.43;7.16
20.46;7.44
20.48;7.44
20.51;7.83
20.53;7.67
20.56;8.04
20.58;7.98
20.61;8.23
20.63;8.32
20.65;8.72
20.68;8.57
20.7;9.07
20.73;9.03
20.75;9.34
20.78;9.45
20.8;9.79
20.83;9.63
20.85;10.09
20.87;10.05
20.9;10.36
20.92;10.39
20.95;10.69
20.97;10.6
21;10.99
21.02;10.93
21.05;11.25
21.07;11.23
21.09;11.53
21.12;11.5
21.14;11.81
21.17;11.83
21.19;12.17
21.22;12.16
21.24;12.4
21.26;12.41
21.29;12.65
21.31;12.69
21.34;12.99
21.36;12.98
21.39;13.17
21.41;13.23
21.44;13.42
21.46;13.52
21.48;13.8
21.51;13.84
21.53;13.96
21.56;14.08
21.58;14.18
21.61;14.32
21.63;14.52
21.66;14.54
21.68;14.55
21.7;14.71
21.73;14.69
21.75;14.88
21.78;14.97
21.8;15.02
21.83;15
21.85;15.2
21.88;15.09
21.9;15.29
21.92;15.28
21.95;15.37
21.97;15.24
22;15.39
22.02;15.27
22.05;15.52
22.07;15.41
22.1;15.57
22.12;15.4
22.14;15.54
22.17;15.37
22.19;15.54
22.22;15.24
22.24;15.46
22.27;15.17
22.29;15.25
22.31;15.11
22.34;15.32
22.36;15.01
22.39;15.27
22.41;14.95
22.44;15.03
22.46;14.83
22.49;14.93
22.51;14.47
22.53;14.63
22.56;14.26
22.58;14.28
22.61;14.01
22.63;14.08
22.66;13.69
22.68;13.8
22.71;13.47
22.73;13.52
22.75;13.21
22.78;13.18
22.8;12.79
22.83;12.74
22.85;12.41
22.88;12.4
22.9;12.04
22.93;11.92
22.95;11.59
22.97;11.52
23;11.28
23.02;11.27
23.05;10.94
23.07;10.82
23.1;10.61
23.12;10.46
23.15;10.23
23.17;10.16
23.19;9.85
23.22;9.64
23.24;9.46
23.27;9.24
23.29;9.12
23.32;9.03
23.34;8.81
23.36;8.62
23.39;8.55
23.41;8.32
23.44;8.31
23.46;8.2
23.49;8.06
23.51;7.84
23.54;7.84
23.56;7.58
23.58;7.63
23.61;7.48
23.63;7.44
23.66;7.18
23.68;7.24
23.71;7.06
23.73;7.25
23.76;7.1
23.78;7.21
23.8;7.03
23.83;7.23
23.85;7.1
23.88;7.3
23.9;7.07
23.93;7.3
23.95;7.13
23.98;7.28
24;7.22
24.02;7.51
24.05;7.28
24.07;7.63
24.1;7.51
24.12;7.72
24.15;7.71
24.17;7.99
24.2;7.75
24.22;8.13
24.24;8.01
24.27;8.25
24.29;8.21
24.32;8.47
24.34;8.3
24.37;8.64
24.39;8.51
24.42;8.76
24.44;8.7
24.46;8.92
24.49;8.82
24.51;9.07
24.54;9
24.56;9.32
24.59;9.25
24.61;9.44
24.63;9.41
24.66;9.59
24.68;9.6
24.71;9.89
24.73;9.81
24.76;9.98
24.78;9.99
24.81;10.15
24.83;10.23
24.85;10.46
24.88;10.43
24.9;10.57
24.93;10.67
24.95;10.78
24.98;10.92
25;11.14
25.03;11.19
25.05;11.29
25.07;11.43
25.1;11.47
25.12;11.68
25.15;11.84
25.17;11.96
25.2;11.98
25.22;12.21
25.25;12.23
25.27;12.53
25.29;12.67
25.32;12.86
25.34;12.82
25.37;13.15
25.39;13.18
25.42;13.57
25.44;13.63
25.47;13.93
25.49;13.97
25.51;14.35
25.54;14.41
25.56;14.86
25.59;14.86
25.61;15.32
25.64;15.38
25.66;15.73
25.68;15.91
25.71;16.4
25.73;16.39
25.76;16.96
25.78;16.99
25.81;17.35
25.83;17.53
25.86;17.95
25.88;17.88
25.9;18.43
25.93;18.45
25.95;18.87
25.98;19.03
26;19.46
26.03;19.51
26.05;20.03
26.08;20.08
26.1;20.53
26.12;20.57
26.15;20.93
26.17;20.98
26.2;21.35
26.22;21.41
26.25;21.81
26.27;21.84
26.3;22.24
26.32;22.36
26.34;22.7
26.37;22.86
26.39;23.28
26.42;23.35
26.44;23.69
26.47;23.76
26.49;23.98
26.52;24.11
26.54;24.39
26.56;24.43
26.59;24.6
26.61;24.69
26.64;24.88
26.66;25.06
26.69;25.33
26.71;25.4
26.73;25.47
26.76;25.66
26.78;25.71
26.81;25.87
26.83;25.99
26.86;26
26.88;25.94
26.91;26.08
26.93;25.94
26.95;26.11
26.98;26.07
27;26.07
27.03;25.87
27.05;25.97
27.08;25.77
27.1;25.96
27.13;25.76
27.15;25.82
27.17;25.6
27.2;25.7
27.22;25.46
27.25;25.57
27.27;25.2
27.3;25.3
27.32;24.91
27.35;24.88
27.37;24.6
27.39;24.7
27.42;24.27
27.44;24.4
27.47;23.99
27.49;24
27.52;23.74
27.54;23.8
27.57;23.27
27.59;23.37
27.61;22.92
27.64;22.88
27.66;22.49
27.69;22.42
27.71;21.86
27.74;21.85
27.76;21.36
27.78;21.25
27.81;20.78
27.83;20.66
27.86;20.17
27.88;20.08
27.91;19.65
27.93;19.58
27.96;19.15
27.98;18.97
28;18.53
28.03;18.3
28.05;17.89
28.08;17.75
28.1;17.28
28.13;17.02
28.15;16.65
28.18;16.42
28.2;16.11
28.22;16
28.25;15.62
28.27;15.38
28.3;15.15
28.32;14.91
28.35;14.71
28.37;14.59
28.4;14.29
28.42;14.03
28.44;13.87
28.47;13.59
28.49;13.52
28.52;13.38
28.54;13.19
28.57;12.97
28.59;12.95
28.62;12.7
28.64;12.73
28.66;12.58
28.69;12.5
28.71;12.25
